person_per_household,City,Year,poverty_line,Occ.Title..group.,mean_annual_salary
8,Chicago,2016,47788.432130115805,Cashiers,27622.5
8,Chicago,2016,47788.432130115805,Childcare Workers,23875
8,Chicago,2016,47788.432130115805,Construction Workers,49088.666666666664
8,Chicago,2016,47788.432130115805,Cooks,24297
8,Chicago,2016,47788.432130115805,counselors,44540
8,Chicago,2016,47788.432130115805,Electricians,67280
8,Chicago,2016,47788.432130115805,Electricity,NA
8,Chicago,2016,47788.432130115805,emergency associated worker,34075
8,Chicago,2016,47788.432130115805,Ferry captains,58340
8,Chicago,2016,47788.432130115805,Food Preparation Workers,22392.5
8,Chicago,2016,47788.432130115805,Food Processing Workers,27983.125
8,Chicago,2016,47788.432130115805,Lab technician,49285
8,Chicago,2016,47788.432130115805,Machinists,43955
8,Chicago,2016,47788.432130115805,Nurses,89816.66666666667
8,Chicago,2016,47788.432130115805,Nursing home workers,27591.25
8,Chicago,2016,47788.432130115805,Oil Natural Gas,54700
8,Chicago,2016,47788.432130115805,Plumbers,69942.5
8,Chicago,2016,47788.432130115805,Postal Service & Delivery,45360
8,Chicago,2016,47788.432130115805,Servers,22463
8,Chicago,2016,47788.432130115805,social workers,59327.5
8,Chicago,2016,47788.432130115805,Subway and Streetcar Operators,65805
8,Chicago,2016,47788.432130115805,Taxi Drivers,27365
8,Chicago,2016,47788.432130115805,"Teachers, except secondary school",62437.5
8,Chicago,2016,47788.432130115805,Transportation Engineers,57342
8,Chicago,2016,47788.432130115805,Truck Drivers,38130
8,Chicago,2016,47788.432130115805,Water and Wastewater ,58750
1,Chicago,2017,14094.607275353304,Agricultrual & Fishing Workers,28935.555555555555
1,Chicago,2017,14094.607275353304,All Occupations,53285
1,Chicago,2017,14094.607275353304,Bus Drivers,44737.5
1,Chicago,2017,14094.607275353304,Cashiers,27645
1,Chicago,2017,14094.607275353304,Childcare Workers,23700
1,Chicago,2017,14094.607275353304,Construction Workers,NA
1,Chicago,2017,14094.607275353304,Cooks,25544
1,Chicago,2017,14094.607275353304,counselors,46083
1,Chicago,2017,14094.607275353304,Electricians,65607.5
1,Chicago,2017,14094.607275353304,Electricity,NA
1,Chicago,2017,14094.607275353304,emergency associated worker,34630
1,Chicago,2017,14094.607275353304,Ferry captains,59135
1,Chicago,2017,14094.607275353304,Food Preparation Workers,23322.5
1,Chicago,2017,14094.607275353304,Food Processing Workers,28877.5
1,Chicago,2017,14094.607275353304,Lab technician,46815
1,Chicago,2017,14094.607275353304,Machinists,44870
1,Chicago,2017,14094.607275353304,Nurses,NA
1,Chicago,2017,14094.607275353304,Nursing home workers,27683.75
1,Chicago,2017,14094.607275353304,Oil Natural Gas,57984.375
1,Chicago,2017,14094.607275353304,Plumbers,73075
1,Chicago,2017,14094.607275353304,Postal Service & Delivery,45948.333333333336
1,Chicago,2017,14094.607275353304,Servers,23602
1,Chicago,2017,14094.607275353304,social workers,58021.25
1,Chicago,2017,14094.607275353304,Subway and Streetcar Operators,69870
1,Chicago,2017,14094.607275353304,Taxi Drivers,27275
1,Chicago,2017,14094.607275353304,"Teachers, except secondary school",61100.5
1,Chicago,2017,14094.607275353304,Transportation Engineers,59802.22222222222
1,Chicago,2017,14094.607275353304,Truck Drivers,37485
1,Chicago,2017,14094.607275353304,Water and Wastewater ,59035
2,Chicago,2017,18979.802831819045,Agricultrual & Fishing Workers,28935.555555555555
2,Chicago,2017,18979.802831819045,All Occupations,53285
2,Chicago,2017,18979.802831819045,Bus Drivers,44737.5
2,Chicago,2017,18979.802831819045,Cashiers,27645
2,Chicago,2017,18979.802831819045,Childcare Workers,23700
2,Chicago,2017,18979.802831819045,Construction Workers,NA
2,Chicago,2017,18979.802831819045,Cooks,25544
2,Chicago,2017,18979.802831819045,counselors,46083
2,Chicago,2017,18979.802831819045,Electricians,65607.5
2,Chicago,2017,18979.802831819045,Electricity,NA
2,Chicago,2017,18979.802831819045,emergency associated worker,34630
2,Chicago,2017,18979.802831819045,Ferry captains,59135
2,Chicago,2017,18979.802831819045,Food Preparation Workers,23322.5
2,Chicago,2017,18979.802831819045,Food Processing Workers,28877.5
2,Chicago,2017,18979.802831819045,Lab technician,46815
2,Chicago,2017,18979.802831819045,Machinists,44870
2,Chicago,2017,18979.802831819045,Nurses,NA
2,Chicago,2017,18979.802831819045,Nursing home workers,27683.75
2,Chicago,2017,18979.802831819045,Oil Natural Gas,57984.375
2,Chicago,2017,18979.802831819045,Plumbers,73075
2,Chicago,2017,18979.802831819045,Postal Service & Delivery,45948.333333333336
2,Chicago,2017,18979.802831819045,Servers,23602
2,Chicago,2017,18979.802831819045,social workers,58021.25
2,Chicago,2017,18979.802831819045,Subway and Streetcar Operators,69870
2,Chicago,2017,18979.802831819045,Taxi Drivers,27275
2,Chicago,2017,18979.802831819045,"Teachers, except secondary school",61100.5
2,Chicago,2017,18979.802831819045,Transportation Engineers,59802.22222222222
2,Chicago,2017,18979.802831819045,Truck Drivers,37485
2,Chicago,2017,18979.802831819045,Water and Wastewater ,59035
3,Chicago,2017,23864.99838828478,Agricultrual & Fishing Workers,28935.555555555555
3,Chicago,2017,23864.99838828478,All Occupations,53285
3,Chicago,2017,23864.99838828478,Bus Drivers,44737.5
3,Chicago,2017,23864.99838828478,Cashiers,27645
3,Chicago,2017,23864.99838828478,Childcare Workers,23700
3,Chicago,2017,23864.99838828478,Construction Workers,NA
3,Chicago,2017,23864.99838828478,Cooks,25544
3,Chicago,2017,23864.99838828478,counselors,46083
3,Chicago,2017,23864.99838828478,Electricians,65607.5
3,Chicago,2017,23864.99838828478,Electricity,NA
3,Chicago,2017,23864.99838828478,emergency associated worker,34630
3,Chicago,2017,23864.99838828478,Ferry captains,59135
3,Chicago,2017,23864.99838828478,Food Preparation Workers,23322.5
3,Chicago,2017,23864.99838828478,Food Processing Workers,28877.5
3,Chicago,2017,23864.99838828478,Lab technician,46815
3,Chicago,2017,23864.99838828478,Machinists,44870
3,Chicago,2017,23864.99838828478,Nurses,NA
3,Chicago,2017,23864.99838828478,Nursing home workers,27683.75
3,Chicago,2017,23864.99838828478,Oil Natural Gas,57984.375
3,Chicago,2017,23864.99838828478,Plumbers,73075
3,Chicago,2017,23864.99838828478,Postal Service & Delivery,45948.333333333336
3,Chicago,2017,23864.99838828478,Servers,23602
3,Chicago,2017,23864.99838828478,social workers,58021.25
3,Chicago,2017,23864.99838828478,Subway and Streetcar Operators,69870
3,Chicago,2017,23864.99838828478,Taxi Drivers,27275
3,Chicago,2017,23864.99838828478,"Teachers, except secondary school",61100.5
3,Chicago,2017,23864.99838828478,Transportation Engineers,59802.22222222222
3,Chicago,2017,23864.99838828478,Truck Drivers,37485
3,Chicago,2017,23864.99838828478,Water and Wastewater ,59035
4,Chicago,2017,28750.19394475052,Agricultrual & Fishing Workers,28935.555555555555
4,Chicago,2017,28750.19394475052,All Occupations,53285
4,Chicago,2017,28750.19394475052,Bus Drivers,44737.5
4,Chicago,2017,28750.19394475052,Cashiers,27645
4,Chicago,2017,28750.19394475052,Childcare Workers,23700
4,Chicago,2017,28750.19394475052,Construction Workers,NA
4,Chicago,2017,28750.19394475052,Cooks,25544
4,Chicago,2017,28750.19394475052,counselors,46083
4,Chicago,2017,28750.19394475052,Electricians,65607.5
4,Chicago,2017,28750.19394475052,Electricity,NA
4,Chicago,2017,28750.19394475052,emergency associated worker,34630
4,Chicago,2017,28750.19394475052,Ferry captains,59135
4,Chicago,2017,28750.19394475052,Food Preparation Workers,23322.5
4,Chicago,2017,28750.19394475052,Food Processing Workers,28877.5
4,Chicago,2017,28750.19394475052,Lab technician,46815
4,Chicago,2017,28750.19394475052,Machinists,44870
4,Chicago,2017,28750.19394475052,Nurses,NA
4,Chicago,2017,28750.19394475052,Nursing home workers,27683.75
4,Chicago,2017,28750.19394475052,Oil Natural Gas,57984.375
4,Chicago,2017,28750.19394475052,Plumbers,73075
4,Chicago,2017,28750.19394475052,Postal Service & Delivery,45948.333333333336
4,Chicago,2017,28750.19394475052,Servers,23602
4,Chicago,2017,28750.19394475052,social workers,58021.25
4,Chicago,2017,28750.19394475052,Subway and Streetcar Operators,69870
4,Chicago,2017,28750.19394475052,Taxi Drivers,27275
4,Chicago,2017,28750.19394475052,"Teachers, except secondary school",61100.5
4,Chicago,2017,28750.19394475052,Transportation Engineers,59802.22222222222
4,Chicago,2017,28750.19394475052,Truck Drivers,37485
4,Chicago,2017,28750.19394475052,Water and Wastewater ,59035
5,Chicago,2017,33635.38950121626,Agricultrual & Fishing Workers,28935.555555555555
5,Chicago,2017,33635.38950121626,All Occupations,53285
5,Chicago,2017,33635.38950121626,Bus Drivers,44737.5
5,Chicago,2017,33635.38950121626,Cashiers,27645
5,Chicago,2017,33635.38950121626,Childcare Workers,23700
5,Chicago,2017,33635.38950121626,Construction Workers,NA
5,Chicago,2017,33635.38950121626,Cooks,25544
5,Chicago,2017,33635.38950121626,counselors,46083
5,Chicago,2017,33635.38950121626,Electricians,65607.5
5,Chicago,2017,33635.38950121626,Electricity,NA
5,Chicago,2017,33635.38950121626,emergency associated worker,34630
5,Chicago,2017,33635.38950121626,Ferry captains,59135
5,Chicago,2017,33635.38950121626,Food Preparation Workers,23322.5
5,Chicago,2017,33635.38950121626,Food Processing Workers,28877.5
5,Chicago,2017,33635.38950121626,Lab technician,46815
5,Chicago,2017,33635.38950121626,Machinists,44870
5,Chicago,2017,33635.38950121626,Nurses,NA
5,Chicago,2017,33635.38950121626,Nursing home workers,27683.75
5,Chicago,2017,33635.38950121626,Oil Natural Gas,57984.375
5,Chicago,2017,33635.38950121626,Plumbers,73075
5,Chicago,2017,33635.38950121626,Postal Service & Delivery,45948.333333333336
5,Chicago,2017,33635.38950121626,Servers,23602
5,Chicago,2017,33635.38950121626,social workers,58021.25
5,Chicago,2017,33635.38950121626,Subway and Streetcar Operators,69870
5,Chicago,2017,33635.38950121626,Taxi Drivers,27275
5,Chicago,2017,33635.38950121626,"Teachers, except secondary school",61100.5
5,Chicago,2017,33635.38950121626,Transportation Engineers,59802.22222222222
5,Chicago,2017,33635.38950121626,Truck Drivers,37485
5,Chicago,2017,33635.38950121626,Water and Wastewater ,59035
6,Chicago,2017,38520.585057682,Agricultrual & Fishing Workers,28935.555555555555
6,Chicago,2017,38520.585057682,All Occupations,53285
6,Chicago,2017,38520.585057682,Bus Drivers,44737.5
6,Chicago,2017,38520.585057682,Cashiers,27645
6,Chicago,2017,38520.585057682,Childcare Workers,23700
6,Chicago,2017,38520.585057682,Construction Workers,NA
6,Chicago,2017,38520.585057682,Cooks,25544
6,Chicago,2017,38520.585057682,counselors,46083
6,Chicago,2017,38520.585057682,Electricians,65607.5
6,Chicago,2017,38520.585057682,Electricity,NA
6,Chicago,2017,38520.585057682,emergency associated worker,34630
6,Chicago,2017,38520.585057682,Ferry captains,59135
6,Chicago,2017,38520.585057682,Food Preparation Workers,23322.5
6,Chicago,2017,38520.585057682,Food Processing Workers,28877.5
6,Chicago,2017,38520.585057682,Lab technician,46815
6,Chicago,2017,38520.585057682,Machinists,44870
6,Chicago,2017,38520.585057682,Nurses,NA
6,Chicago,2017,38520.585057682,Nursing home workers,27683.75
6,Chicago,2017,38520.585057682,Oil Natural Gas,57984.375
6,Chicago,2017,38520.585057682,Plumbers,73075
6,Chicago,2017,38520.585057682,Postal Service & Delivery,45948.333333333336
6,Chicago,2017,38520.585057682,Servers,23602
6,Chicago,2017,38520.585057682,social workers,58021.25
6,Chicago,2017,38520.585057682,Subway and Streetcar Operators,69870
6,Chicago,2017,38520.585057682,Taxi Drivers,27275
6,Chicago,2017,38520.585057682,"Teachers, except secondary school",61100.5
6,Chicago,2017,38520.585057682,Transportation Engineers,59802.22222222222
6,Chicago,2017,38520.585057682,Truck Drivers,37485
6,Chicago,2017,38520.585057682,Water and Wastewater ,59035
7,Chicago,2017,43405.780614147734,Agricultrual & Fishing Workers,28935.555555555555
7,Chicago,2017,43405.780614147734,All Occupations,53285
7,Chicago,2017,43405.780614147734,Bus Drivers,44737.5
7,Chicago,2017,43405.780614147734,Cashiers,27645
7,Chicago,2017,43405.780614147734,Childcare Workers,23700
7,Chicago,2017,43405.780614147734,Construction Workers,NA
7,Chicago,2017,43405.780614147734,Cooks,25544
7,Chicago,2017,43405.780614147734,counselors,46083
7,Chicago,2017,43405.780614147734,Electricians,65607.5
7,Chicago,2017,43405.780614147734,Electricity,NA
7,Chicago,2017,43405.780614147734,emergency associated worker,34630
7,Chicago,2017,43405.780614147734,Ferry captains,59135
7,Chicago,2017,43405.780614147734,Food Preparation Workers,23322.5
7,Chicago,2017,43405.780614147734,Food Processing Workers,28877.5
7,Chicago,2017,43405.780614147734,Lab technician,46815
7,Chicago,2017,43405.780614147734,Machinists,44870
7,Chicago,2017,43405.780614147734,Nurses,NA
7,Chicago,2017,43405.780614147734,Nursing home workers,27683.75
7,Chicago,2017,43405.780614147734,Oil Natural Gas,57984.375
7,Chicago,2017,43405.780614147734,Plumbers,73075
7,Chicago,2017,43405.780614147734,Postal Service & Delivery,45948.333333333336
7,Chicago,2017,43405.780614147734,Servers,23602
7,Chicago,2017,43405.780614147734,social workers,58021.25
7,Chicago,2017,43405.780614147734,Subway and Streetcar Operators,69870
7,Chicago,2017,43405.780614147734,Taxi Drivers,27275
7,Chicago,2017,43405.780614147734,"Teachers, except secondary school",61100.5
7,Chicago,2017,43405.780614147734,Transportation Engineers,59802.22222222222
7,Chicago,2017,43405.780614147734,Truck Drivers,37485
7,Chicago,2017,43405.780614147734,Water and Wastewater ,59035
8,Chicago,2017,48290.97617061348,Agricultrual & Fishing Workers,28935.555555555555
8,Chicago,2017,48290.97617061348,All Occupations,53285
8,Chicago,2017,48290.97617061348,Bus Drivers,44737.5
8,Chicago,2017,48290.97617061348,Cashiers,27645
8,Chicago,2017,48290.97617061348,Childcare Workers,23700
8,Chicago,2017,48290.97617061348,Construction Workers,NA
8,Chicago,2017,48290.97617061348,Cooks,25544
8,Chicago,2017,48290.97617061348,counselors,46083
8,Chicago,2017,48290.97617061348,Electricians,65607.5
8,Chicago,2017,48290.97617061348,Electricity,NA
8,Chicago,2017,48290.97617061348,emergency associated worker,34630
8,Chicago,2017,48290.97617061348,Ferry captains,59135
8,Chicago,2017,48290.97617061348,Food Preparation Workers,23322.5
8,Chicago,2017,48290.97617061348,Food Processing Workers,28877.5
8,Chicago,2017,48290.97617061348,Lab technician,46815
8,Chicago,2017,48290.97617061348,Machinists,44870
8,Chicago,2017,48290.97617061348,Nurses,NA
8,Chicago,2017,48290.97617061348,Nursing home workers,27683.75
8,Chicago,2017,48290.97617061348,Oil Natural Gas,57984.375
8,Chicago,2017,48290.97617061348,Plumbers,73075
8,Chicago,2017,48290.97617061348,Postal Service & Delivery,45948.333333333336
8,Chicago,2017,48290.97617061348,Servers,23602
8,Chicago,2017,48290.97617061348,social workers,58021.25
8,Chicago,2017,48290.97617061348,Subway and Streetcar Operators,69870
8,Chicago,2017,48290.97617061348,Taxi Drivers,27275
8,Chicago,2017,48290.97617061348,"Teachers, except secondary school",61100.5
8,Chicago,2017,48290.97617061348,Transportation Engineers,59802.22222222222
8,Chicago,2017,48290.97617061348,Truck Drivers,37485
8,Chicago,2017,48290.97617061348,Water and Wastewater ,59035
1,Chicago,2018,14188.103841027289,Agricultrual & Fishing Workers,29387.5
1,Chicago,2018,14188.103841027289,All Occupations,54730
1,Chicago,2018,14188.103841027289,Bus Drivers,47337.5
1,Chicago,2018,14188.103841027289,Cashiers,29520
1,Chicago,2018,14188.103841027289,Childcare Workers,24290
